NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100
Madison County,IN,050,2,3,18,095,1170454727,2562276,131636,59068
Marion County,IN,050,2,3,18,097,1026408097,17377675,903393,417862
Marshall County,IN,050,2,3,18,099,1148992521,15836354,47051,19845
Martin County,IN,050,2,3,18,101,869555038,12093384,10334,4786
Miami County,IN,050,2,3,18,103,968246709,9184679,36903,15479
Monroe County,IN,050,2,3,18,105,1021773228,43542811,137974,59107
Montgomery County,IN,050,2,3,18,107,1306941391,2155351,38124,16535
Morgan County,IN,050,2,3,18,109,1046274750,14136592,68894,27754
Newton County,IN,050,2,3,18,111,1040550429,4349521,14244,6030
Noble County,IN,050,2,3,18,113,1064077860,17068252,47536,20109
Ohio County,IN,050,2,3,18,115,223101869,3352222,6128,2784
Orange County,IN,050,2,3,18,117,1031818152,25394104,19840,9176
Owen County,IN,050,2,3,18,119,997892586,6570749,21575,10091
Parke County,IN,050,2,3,18,121,1151671026,13769482,17339,8085
Perry County,IN,050,2,3,18,123,988668708,11817628,19338,8495
Pike County,IN,050,2,3,18,125,865673554,17756536,12845,5735
Porter County,IN,050,2,3,18,127,1083011401,268394743,164343,66179
Posey County,IN,050,2,3,18,129,1060783261,25263904,25910,11207
Pulaski County,IN,050,2,3,18,131,1123145988,2291536,13402,6060
Putnam County,IN,050,2,3,18,133,1244562066,5604743,37963,14706
Randolph County,IN,050,2,3,18,135,1171656456,2420394,26171,11743
Ripley County,IN,050,2,3,18,137,1156236700,4237505,28818,11952
Rush County,IN,050,2,3,18,139,1057035473,872309,17392,7508
St. Joseph County,IN,050,2,3,18,141,1185826798,9156284,266931,114849
Scott County,IN,050,2,3,18,143,493127224,6089000,24181,10440
Shelby County,IN,050,2,3,18,145,1064866098,4167863,44436,19080
Spencer County,IN,050,2,3,18,147,1027562733,12126717,20952,8872
Starke County,IN,050,2,3,18,149,800653661,7955177,23363,10962
Steuben County,IN,050,2,3,18,151,800149001,35034127,34185,19377
Sullivan County,IN,050,2,3,18,153,1158091682,18063039,21475,8939
Switzerland County,IN,050,2,3,18,155,571436429,7267108,10613,4969
Tippecanoe County,IN,050,2,3,18,157,1294491529,8902814,172780,71096
Tipton County,IN,050,2,3,18,159,674797764,68029,15936,6998
Union County,IN,050,2,3,18,161,417568462,10238544,7516,3239
Vanderburgh County,IN,050,2,3,18,163,604697995,7393314,179703,83003
Vermillion County,IN,050,2,3,18,165,665311750,7904759,16212,7488
Vigo County,IN,050,2,3,18,167,1044574633,18486867,107848,46006
Wabash County,IN,050,2,3,18,169,1068200229,22122011,32888,14171
Warren County,IN,050,2,3,18,171,944520687,4466123,8508,3680
Warrick County,IN,050,2,3,18,173,996667397,16155828,59689,24203
Washington County,IN,050,2,3,18,175,1330542331,7444213,28262,12220
Wayne County,IN,050,2,3,18,177,1040502885,6736566,68917,31242
Wells County,IN,050,2,3,18,179,953341217,5596420,27636,11659
White County,IN,050,2,3,18,181,1308266686,9206237,24643,12970
Whitley County,IN,050,2,3,18,183,869120901,6073420,33292,14281
Adair County,IA,050,2,4,19,001,1474404167,2597997,7682,3698
Adams County,IA,050,2,4,19,003,1096700733,5353423,4029,2010
Allamakee County,IA,050,2,4,19,005,1655214493,50995230,14330,7617
Appanoose County,IA,050,2,4,19,007,1287981483,49083877,12887,6633
Audubon County,IA,050,2,4,19,009,1147264459,1152260,6119,2972
Benton County,IA,050,2,4,19,011,1855117342,5760770,26076,11095
Black Hawk County,IA,050,2,4,19,013,1465333940,17900114,131090,55887
Boone County,IA,050,2,4,19,015,1480356844,5364798,26306,11756
Bremer County,IA,050,2,4,19,017,1127880105,10171939,24276,9915
Buchanan County,IA,050,2,4,19,019,1478934897,5427652,20958,8968
Buena Vista County,IA,050,2,4,19,021,1489022575,13758158,20260,8237
Butler County,IA,050,2,4,19,023,1502533262,4209738,14867,6682
Calhoun County,IA,050,2,4,19,025,1476209027,5560503,9670,5108
Carroll County,IA,050,2,4,19,027,1474835105,2145362,20816,9376
Cass County,IA,050,2,4,19,029,1461450856,1758815,13956,6591
Cedar County,IA,050,2,4,19,031,1500731293,6385840,18499,8064
Cerro Gordo County,IA,050,2,4,19,033,1471923432,17626527,44151,22163
Cherokee County,IA,050,2,4,19,035,1494180371,423187,12072,5777
Chickasaw County,IA,050,2,4,19,037,1306338733,3309332,12439,5679
Clarke County,IA,050,2,4,19,039,1116716080,1524746,9286,4086
Clay County,IA,050,2,4,19,041,1469139214,13866941,16667,8062
Clayton County,IA,050,2,4,19,043,2016405612,36586071,18129,8999
Clinton County,IA,050,2,4,19,045,1799821282,39523759,49116,21733
Crawford County,IA,050,2,4,19,047,1849742893,2194275,17096,6943
Dallas County,IA,050,2,4,19,049,1524070766,8421379,66135,27260
Davis County,IA,050,2,4,19,051,1300661956,6904100,8753,3600
Decatur County,IA,050,2,4,19,053,1377566066,4142102,8457,3834
Delaware County,IA,050,2,4,19,055,1496381153,3082496,17764,8028
Des Moines County,IA,050,2,4,19,057,1077754850,35294123,40325,18535
Dickinson County,IA,050,2,4,19,059,985764366,60490800,16667,12849
Dubuque County,IA,050,2,4,19,061,1575501687,21569071,93653,38951
Emmet County,IA,050,2,4,19,063,1025333118,17196398,10302,4758
Fayette County,IA,050,2,4,19,065,1892791345,1334074,20880,9558
Floyd County,IA,050,2,4,19,067,1296631086,1942569,16303,7526
Franklin County,IA,050,2,4,19,069,1507301318,1428932,10680,4894
Fremont County,IA,050,2,4,19,071,1323872918,14214133,7441,3431
Greene County,IA,050,2,4,19,073,1475188829,4249897,9336,4546
Grundy County,IA,050,2,4,19,075,1299805924,94406,12453,5530
Guthrie County,IA,050,2,4,19,077,1529699184,6355537,10954,5756
Hamilton County,IA,050,2,4,19,079,1493777716,1965344,15673,7219
Hancock County,IA,050,2,4,19,081,1478894985,5265572,11341,5330
Hardin County,IA,050,2,4,19,083,1474498672,1773894,17534,8224
Harrison County,IA,050,2,4,19,085,1804827800,12417759,14928,6731
Henry County,IA,050,2,4,19,087,1124904348,5780284,20145,8280
Howard County,IA,050,2,4,19,089,1225706425,927963,9566,4367
Humboldt County,IA,050,2,4,19,091,1124967281,3406139,9815,4684
Ida County,IA,050,2,4,19,093,1117599646,1406468,7089,3426
Iowa County,IA,050,2,4,19,095,1518916014,2686847,16355,7258
Jackson County,IA,050,2,4,19,097,1647332960,35141529,19848,9415
Jasper County,IA,050,2,4,19,099,1891779160,6565706,36842,16181
Jefferson County,IA,050,2,4,19,101,1127964789,3538407,16843,7594
Johnson County,IA,050,2,4,19,103,1590355537,23595204,130882,55967
Jones County,IA,050,2,4,19,105,1490851138,3582593,20638,8911
Keokuk County,IA,050,2,4,19,107,1500067240,1929331,10511,4931
Kossuth County,IA,050,2,4,19,109,2519332852,4154729,15543,7486
Lee County,IA,050,2,4,19,111,1340366450,55293745,35862,16205
Linn County,IA,050,2,4,19,113,1856710588,19748575,211226,92251
Louisa County,IA,050,2,4,19,115,1040569636,40798459,11387,5002
Lucas County,IA,050,2,4,19,117,1115231642,9852849,8898,4238
Lyon County,IA,050,2,4,19,119,1522007130,334472,11581,4848
Madison County,IA,050,2,4,19,121,1452999410,2983842,15679,6554
Mahaska County,IA,050,2,4,19,123,1478527687,6564800,22381,9766
Marion County,IA,050,2,4,19,125,1436237259,41374638,33309,13914
Marshall County,IA,050,2,4,19,127,1482770678,1803086,40648,16831
Mills County,IA,050,2,4,19,129,1132956394,8306523,15059,6109
Mitchell County,IA,050,2,4,19,131,1215049026,1118418,10776,4850
Monona County,IA,050,2,4,19,133,1797638295,12591879,9243,4697
Monroe County,IA,050,2,4,19,135,1123316981,1522806,7970,3884
Montgomery County,IA,050,2,4,19,137,1098405666,2410460,10740,5239
Muscatine County,IA,050,2,4,19,139,1133040484,30198875,42745,17910
O'Brien County,IA,050,2,4,19,141,1484154091,447448,14398,6649
Osceola County,IA,050,2,4,19,143,1032587437,1835265,6462,2990
Page County,IA,050,2,4,19,145,1385494422,1359125,15932,7181
Palo Alto County,IA,050,2,4,19,147,1460349241,14480046,9421,4628
Plymouth County,IA,050,2,4,19,149,2234881736,2177308,24986,10550
Pocahontas County,IA,050,2,4,19,151,1495047042,3666526,7310,3794
Polk County,IA,050,2,4,19,153,1486121332,45945876,430640,182262
Pottawattamie County,IA,050,2,4,19,155,2461213949,22925740,93158,39330
Poweshiek County,IA,050,2,4,19,157,1514967877,2939136,18914,8949
Ringgold County,IA,050,2,4,19,159,1386933932,8721518,5131,2613
Sac County,IA,050,2,4,19,161,1489272900,8596902,10350,5429
Scott County,IA,050,2,4,19,163,1186444226,26215864,165224,71835
Shelby County,IA,050,2,4,19,165,1530110414,1486135,12167,5542
Sioux County,IA,050,2,4,19,167,1989969635,1707495,33704,12279
Story County,IA,050,2,4,19,169,1483592867,2152172,89542,36789
Tama County,IA,050,2,4,19,171,1867411117,2769451,17767,7766
Taylor County,IA,050,2,4,19,173,1377618597,7133648,6317,3107
Union County,IA,050,2,4,19,175,1097235730,5575916,12534,5937
Van Buren County,IA,050,2,4,19,177,1255597645,14839903,7570,3670
Wapello County,IA,050,2,4,19,179,1118443326,10846138,35625,16098
Warren County,IA,050,2,4,19,181,1475844938,9125380,46225,18371
Washington County,IA,050,2,4,19,183,1473276393,5399692,21704,9516
Wayne County,IA,050,2,4,19,185,1360874542,4441137,6403,3212
Webster County,IA,050,2,4,19,187,1853443769,7277623,38013,17035
Winnebago County,IA,050,2,4,19,189,1037261544,3182052,10866,5194
Winneshiek County,IA,050,2,4,19,191,1786750121,698598,21056,8721
Woodbury County,IA,050,2,4,19,193,2260629616,12793293,102172,41484
Worth County,IA,050,2,4,19,195,1036314948,4709127,7598,3548
Wright County,IA,050,2,4,19,197,1503286817,4703964,13229,6529
Allen County,KS,050,2,4,20,001,1295779123,13007076,13371,6226
Anderson County,KS,050,2,4,20,003,1501276302,10586961,8102,3720
Atchison County,KS,050,2,4,20,005,1116729659,6857598,16924,6990
Barber County,KS,050,2,4,20,007,2937235546,5420045,4861,2765
Barton County,KS,050,2,4,20,009,2319075093,13557185,27674,12696
Bourbon County,KS,050,2,4,20,011,1645861744,9377657,15173,7167
Brown County,KS,050,2,4,20,013,1478551884,3196161,9984,4779
Butler County,KS,050,2,4,20,015,3703329246,43160444,65880,26058
Chase County,KS,050,2,4,20,017,2002216830,12088093,2790,1503
Chautauqua County,KS,050,2,4,20,019,1654693205,15244179,3669,2150
Cherokee County,KS,050,2,4,20,021,1521793550,8948884,21603,9890
Cheyenne County,KS,050,2,4,20,023,2641495949,2738022,2726,1518
Clark County,KS,050,2,4,20,025,2524286181,6604959,2215,1135
Clay County,KS,050,2,4,20,027,1671322093,26674040,8535,4042
Cloud County,KS,050,2,4,20,029,1852726587,6859864,9533,4659
Coffey County,KS,050,2,4,20,031,1623784229,70310651,8601,3964
Comanche County,KS,050,2,4,20,033,2041681413,3604153,1891,1044
Cowley County,KS,050,2,4,20,035,2915679697,17291321,36311,16030
Crawford County,KS,050,2,4,20,037,1527461827,13611094,39134,17801
Decatur County,KS,050,2,4,20,039,2314199313,1631670,2961,1818
Dickinson County,KS,050,2,4,20,041,2193906542,12634524,19754,8972
Doniphan County,KS,050,2,4,20,043,1018914848,12615016,7945,3576
Douglas County,KS,050,2,4,20,045,1180699859,48602935,110826,46731
Edwards County,KS,050,2,4,20,047,1610697086,208568,3037,1636
Elk County,KS,050,2,4,20,049,1668637984,16061465,2882,1760
Ellis County,KS,050,2,4,20,051,2330762469,1197085,28452,12872
Ellsworth County,KS,050,2,4,20,053,1854034693,19270084,6497,3239
Finney County,KS,050,2,4,20,055,3372079580,1825540,36776,13276
Ford County,KS,050,2,4,20,057,2844508251,2097359,33848,12005
Franklin County,KS,050,2,4,20,059,1480840246,13936113,25992,11147
Geary County,KS,050,2,4,20,061,996156662,51455057,34362,14517
Gove County,KS,050,2,4,20,063,2775599078,245361,2695,1373
Graham County,KS,050,2,4,20,065,2327160854,599432,2597,1484
Grant County,KS,050,2,4,20,067,1488724794,892455,7829,2945
Gray County,KS,050,2,4,20,069,2250356182,1113338,6006,2340
Greeley County,KS,050,2,4,20,071,2016176814,0,1247,629
Greenwood County,KS,050,2,4,20,073,2961132699,24155799,6689,4068
Hamilton County,KS,050,2,4,20,075,2580942885,2904549,2690,1236
Harper County,KS,050,2,4,20,077,2075276375,3913474,6034,3116
Harvey County,KS,050,2,4,20,079,1397957172,2507542,34684,14527
Haskell County,KS,050,2,4,20,081,1495773065,910409,4256,1666
Hodgeman County,KS,050,2,4,20,083,2227369168,826344,1916,973
Jackson County,KS,050,2,4,20,085,1699594134,4666496,13462,5779
Jefferson County,KS,050,2,4,20,087,1379359803,62427436,19126,8160
Jewell County,KS,050,2,4,20,089,2356321996,11859548,3077,2032
Johnson County,KS,050,2,4,20,091,1226034453,16890687,544179,226571
Kearny County,KS,050,2,4,20,093,2254697108,1133601,3977,1556
Kingman County,KS,050,2,4,20,095,2236099115,8536481,7858,3818
Kiowa County,KS,050,2,4,20,097,1871626797,596764,2553,1220
Labette County,KS,050,2,4,20,099,1671305414,20261495,21607,10092
Lane County,KS,050,2,4,20,101,1858200248,551220,1750,990
Leavenworth County,KS,050,2,4,20,103,1198726879,15905519,76227,28697
Lincoln County,KS,050,2,4,20,105,1863226611,2748359,3241,1864
Linn County,KS,050,2,4,20,107,1538604962,31951412,9656,5446
Logan County,KS,050,2,4,20,109,2779042457,274632,2756,1441
Lyon County,KS,050,2,4,20,111,2194947808,20572299,33690,15237
McPherson County,KS,050,2,4,20,113,2326520077,6030285,29180,12721
Marion County,KS,050,2,4,20,115,2445700985,24448971,12660,5946
Marshall County,KS,050,2,4,20,117,2331463499,12753940,10117,4866
Meade County,KS,050,2,4,20,119,2533234935,3258258,4575,1998
Miami County,KS,050,2,4,20,121,1490955548,37799723,32787,13190
Mitchell County,KS,050,2,4,20,123,1817632788,44979984,6373,3296
Montgomery County,KS,050,2,4,20,125,1666728264,20601764,35471,16578
Morris County,KS,050,2,4,20,127,1800763909,19710791,5923,3206
Morton County,KS,050,2,4,20,129,1889993253,507841,3233,1467
Nemaha County,KS,050,2,4,20,131,1858126462,5207942,10178,4562
Neosho County,KS,050,2,4,20,133,1480106485,16374157,16512,7513
Ness County,KS,050,2,4,20,135,2783590502,667491,3107,1740
Norton County,KS,050,2,4,20,137,2274357034,8194926,5671,2542
Osage County,KS,050,2,4,20,139,1827283988,37107137,16295,7503
Osborne County,KS,050,2,4,20,141,2311573881,4806274,3858,2206
Ottawa County,KS,050,2,4,20,143,1866689468,1561343,6091,2779
Pawnee County,KS,050,2,4,20,145,1953531750,992040,6973,3152
Phillips County,KS,050,2,4,20,147,2294410181,22493391,5642,3049
Pottawatomie County,KS,050,2,4,20,149,2178235871,54103438,21604,8626
Pratt County,KS,050,2,4,20,151,1903757176,1753615,9656,4514
Rawlins County,KS,050,2,4,20,153,2769775797,415527,2519,1458
Reno County,KS,050,2,4,20,155,3251332369,43417440,64511,28274
Republic County,KS,050,2,4,20,157,1857981647,7967119,4980,2877
Rice County,KS,050,2,4,20,159,1880944775,4470099,10083,4548
Riley County,KS,050,2,4,20,161,1579300177,31558381,71115,28212
Rooks County,KS,050,2,4,20,163,2306470146,11962259,5181,2768
Rush County,KS,050,2,4,20,165,1858997569,544720,3307,1869
Russell County,KS,050,2,4,20,167,2295402664,34126812,6970,3910
Saline County,KS,050,2,4,20,169,1865373525,2809945,55606,24101
Scott County,KS,050,2,4,20,171,1858430303,306079,4936,2193
Sedgwick County,KS,050,2,4,20,173,2583543968,30067177,498365,211593
Seward County,KS,050,2,4,20,175,1656290756,2562633,22952,8061
Shawnee County,KS,050,2,4,20,177,1408995941,30330019,177934,79140
Sheridan County,KS,050,2,4,20,179,2320518450,647342,2556,1265
Sherman County,KS,050,2,4,20,181,2735199253,548248,6010,3148
Smith County,KS,050,2,4,20,183,2319243495,3884277,3853,2232
Stafford County,KS,050,2,4,20,185,2051389748,7435429,4437,2319
Stanton County,KS,050,2,4,20,187,1762086193,180151,2235,990
Stevens County,KS,050,2,4,20,189,1883679100,464936,5724,2306
Sumner County,KS,050,2,4,20,191,3061212453,7806166,24132,10865
Thomas County,KS,050,2,4,20,193,2783425324,288241,7900,3536
Trego County,KS,050,2,4,20,195,2303736575,26281954,3001,1682
Wabaunsee County,KS,050,2,4,20,197,2057231892,13774702,7053,3227
Wallace County,KS,050,2,4,20,199,2366348080,140928,1485,781
Washington County,KS,050,2,4,20,201,2317406254,10140054,5799,2955
Wichita County,KS,050,2,4,20,203,1861082136,61987,2234,1054
Wilson County,KS,050,2,4,20,205,1477377048,12057368,9409,4682
Woodson County,KS,050,2,4,20,207,1289347304,19251707,3309,2022
Wyandotte County,KS,050,2,4,20,209,392642353,11895464,157505,66747
Adair County,KY,050,3,6,21,001,1049677374,18431736,18656,8568
Allen County,KY,050,3,6,21,003,891830109,19492854,19956,9307
Anderson County,KY,050,3,6,21,005,522742422,6314840,21421,9127
Ballard County,KY,050,3,6,21,007,638843574,70009064,8249,3885
Barren County,KY,050,3,6,21,009,1262724748,32267246,42173,19188
Bath County,KY,050,3,6,21,011,722067811,13500089,11591,5405
Bell County,KY,050,3,6,21,013,929806795,5480870,28691,13154
Boone County,KY,050,3,6,21,015,638067340,26171928,118811,46154
Bourbon County,KY,050,3,6,21,017,750369577,4850592,19985,8927
Boyd County,KY,050,3,6,21,019,414046208,5588964,49542,21803
Boyle County,KY,050,3,6,21,021,466634989,6458105,28432,12312
Bracken County,KY,050,3,6,21,023,532533237,8637262,8488,3840
Breathitt County,KY,050,3,6,21,025,1275344480,7392452,13878,6231
Breckinridge County,KY,050,3,6,21,027,1468969244,47782210,20059,10630
Bullitt County,KY,050,3,6,21,029,769288200,8393803,74319,29318
Butler County,KY,050,3,6,21,031,1103562315,13948189,12690,5877
Caldwell County,KY,050,3,6,21,033,893004660,8702792,12984,6292
Calloway County,KY,050,3,6,21,035,997200826,66497839,37191,18065
Campbell County,KY,050,3,6,21,037,391886628,21009936,90336,39523
Carlisle County,KY,050,3,6,21,039,490632430,24722825,5104,2441
Carroll County,KY,050,3,6,21,041,332992509,22651280,10811,4696
Carter County,KY,050,3,6,21,043,1060589533,6801237,27720,12311
Casey County,KY,050,3,6,21,045,1150549958,3900669,15955,7487
Christian County,KY,050,3,6,21,047,1858324233,16936441,73955,29459
Clark County,KY,050,3,6,21,049,653877332,6973861,35613,15706
Clay County,KY,050,3,6,21,051,1215344973,4763013,21730,8875
Clinton County,KY,050,3,6,21,053,510864195,21164236,10272,5311
Crittenden County,KY,050,3,6,21,055,932270911,28978627,9315,4569
Cumberland County,KY,050,3,6,21,057,790416904,14830137,6856,3690
Daviess County,KY,050,3,6,21,059,1187111257,47210580,96656,41452
Edmonson County,KY,050,3,6,21,061,784464284,13262150,12161,6467
Elliott County,KY,050,3,6,21,063,606873739,2610644,7852,3371
Estill County,KY,050,3,6,21,065,655468626,6558017,14672,6865
Fayette County,KY,050,3,6,21,067,734648526,4922803,295803,135160
Fleming County,KY,050,3,6,21,069,902720074,7184513,14348,6623
Floyd County,KY,050,3,6,21,071,1018758276,6113697,39451,18175
Franklin County,KY,050,3,6,21,073,538061269,11037327,49285,23164
Fulton County,KY,050,3,6,21,075,532251963,65047499,6813,3372
Gallatin County,KY,050,3,6,21,077,262194985,9023075,8589,3786
Garrard County,KY,050,3,6,21,079,595897447,10019029,16912,7463
Grant County,KY,050,3,6,21,081,668125059,7255148,24662,9942
Graves County,KY,050,3,6,21,083,1429006936,13066620,37121,16777
Grayson County,KY,050,3,6,21,085,1286441869,37121614,25746,13561
Green County,KY,050,3,6,21,087,740825297,7135854,11258,5324
Greenup County,KY,050,3,6,21,089,891983450,26036378,36910,16330
Hancock County,KY,050,3,6,21,091,486017475,29096112,8565,3734
Hardin County,KY,050,3,6,21,093,1614282063,17763035,105543,43261
Harlan County,KY,050,3,6,21,095,1206487719,6016450,29278,13513
Harrison County,KY,050,3,6,21,097,793479419,9058916,18846,8208
Hart County,KY,050,3,6,21,099,1067297497,14929179,18199,8559
Henderson County,KY,050,3,6,21,101,1130968068,76691170,46250,20320
Henry County,KY,050,3,6,21,103,741450181,12552965,15416,6640
Hickman County,KY,050,3,6,21,105,627487774,27882492,4902,2342
Hopkins County,KY,050,3,6,21,107,1403760753,32168048,46920,21180
Jackson County,KY,050,3,6,21,109,894065212,3397888,13494,6523
Jefferson County,KY,050,3,6,21,111,985273984,44718982,741096,337616
Jessamine County,KY,050,3,6,21,113,445777146,6176428,48586,19331
Johnson County,KY,050,3,6,21,115,678455744,5651444,23356,10624
Kenton County,KY,050,3,6,21,117,415044980,10611128,159720,68975
Knott County,KY,050,3,6,21,119,910427420,3453763,16346,7461
Knox County,KY,050,3,6,21,121,1000505156,3757580,31883,14485
Larue County,KY,050,3,6,21,123,677331504,5462686,14193,6172
Laurel County,KY,050,3,6,21,125,1123932843,25231550,58849,25446
Lawrence County,KY,050,3,6,21,127,1076386638,11584591,15860,7286
Lee County,KY,050,3,6,21,129,540937729,6215040,7887,3436
Leslie County,KY,050,3,6,21,131,1038181523,9331244,11310,5278
Letcher County,KY,050,3,6,21,133,875192707,2898644,24519,11601
Lewis County,KY,050,3,6,21,135,1250540292,32492848,13870,6481
Lincoln County,KY,050,3,6,21,137,865301109,6426264,24742,10819
Livingston County,KY,050,3,6,21,139,810995883,75644574,9519,4824
Logan County,KY,050,3,6,21,141,1430013728,12689581,26835,12339
Lyon County,KY,050,3,6,21,143,553843392,110562511,8314,4791
McCracken County,KY,050,3,6,21,145,644243006,50314555,65565,31079
McCreary County,KY,050,3,6,21,147,1105414665,10732757,18306,7507
McLean County,KY,050,3,6,21,149,653905327,9735978,9531,4264
Madison County,KY,050,3,6,21,151,1132583005,15447453,82916,35043
Magoffin County,KY,050,3,6,21,153,798865721,1847983,13333,5950
Marion County,KY,050,3,6,21,155,888387260,9971338,19820,8182
Marshall County,KY,050,3,6,21,157,780240711,100797182,31448,15748
Martin County,KY,050,3,6,21,159,594673664,2574079,12929,5164
Mason County,KY,050,3,6,21,161,621927429,16278281,17490,8105
Meade County,KY,050,3,6,21,163,791042872,49415133,28602,11762
Menifee County,KY,050,3,6,21,165,527282371,6085112,6306,3744
Mercer County,KY,050,3,6,21,167,644381848,11692372,21331,9941
Metcalfe County,KY,050,3,6,21,169,750178224,4000081,10099,4681
Monroe County,KY,050,3,6,21,171,853073262,6949445,10963,5204
Montgomery County,KY,050,3,6,21,173,511174863,3862273,26499,11699
Morgan County,KY,050,3,6,21,175,987113548,6892022,13923,5830
Muhlenberg County,KY,050,3,6,21,177,1209728681,31912449,31499,13699
Nelson County,KY,050,3,6,21,179,1081351761,17000268,43437,18075
Nicholas County,KY,050,3,6,21,181,505489592,4306528,7135,3261
Ohio County,KY,050,3,6,21,183,1521032417,23188137,23842,10219
Oldham County,KY,050,3,6,21,185,484893493,23869704,60316,20688
Owen County,KY,050,3,6,21,187,909351754,8143489,10841,5634
Owsley County,KY,050,3,6,21,189,511282528,2286419,4755,2328
Pendleton County,KY,050,3,6,21,191,717833417,12330627,14877,6339
Perry County,KY,050,3,6,21,193,879740535,7613385,28712,12791
Pike County,KY,050,3,6,21,195,2037887589,4756870,65024,30304
Powell County,KY,050,3,6,21,197,463554647,2958483,12613,5598
Pulaski County,KY,050,3,6,21,199,1705268187,48553203,63063,31443
Robertson County,KY,050,3,6,21,201,258767993,485275,2282,1095
Rockcastle County,KY,050,3,6,21,203,819847035,4018095,17056,7703
Rowan County,KY,050,3,6,21,205,724666477,16759176,23333,10102
Russell County,KY,050,3,6,21,207,656969251,75675029,17565,9993
Scott County,KY,050,3,6,21,209,729770453,9497606,47173,19303
Shelby County,KY,050,3,6,21,211,983253588,15631379,42074,16606
Simpson County,KY,050,3,6,21,213,606585453,5857421,17327,7435
Spencer County,KY,050,3,6,21,215,483492140,12898484,17061,6704
Taylor County,KY,050,3,6,21,217,689784222,27170078,24512,10864
Todd County,KY,050,3,6,21,219,969940558,6631006,12460,5286
Trigg County,KY,050,3,6,21,221,1143307323,103330640,14339,7810
Trimble County,KY,050,3,6,21,223,392766226,11833580,8809,3930
Union County,KY,050,3,6,21,225,887974290,53167872,15007,6141
Warren County,KY,050,3,6,21,227,1402737981,15447160,113792,47223
Washington County,KY,050,3,6,21,229,769916143,10191544,11717,5044
Wayne County,KY,050,3,6,21,231,1186655607,67316177,20813,10942
Webster County,KY,050,3,6,21,233,859728365,9614705,13621,5936
Whitley County,KY,050,3,6,21,235,1133973877,18877541,35637,15166
Wolfe County,KY,050,3,6,21,237,575419453,1505069,7355,3660
Woodford County,KY,050,3,6,21,239,488948318,8423091,24939,10711
Acadia Parish,LA,050,3,7,22,001,1696750566,6048801,61773,25387
Allen Parish,LA,050,3,7,22,003,1973174715,10636650,25764,9733
Ascension Parish,LA,050,3,7,22,005,751046853,33164667,107215,40784
Assumption Parish,LA,050,3,7,22,007,877120860,67008877,23421,10351
Avoyelles Parish,LA,050,3,7,22,009,2155994488,86273188,42073,18042
Beauregard Parish,LA,050,3,7,22,011,2997501973,21999317,35654,15040
Bienville Parish,LA,050,3,7,22,013,2101174885,27977807,14353,7718
Bossier Parish,LA,050,3,7,22,015,2175737961,70351401,116979,49351
Caddo Parish,LA,050,3,7,22,017,2275405029,150956656,254969,112028
Calcasieu Parish,LA,050,3,7,22,019,2754864273,79292408,192768,82058
Caldwell Parish,LA,050,3,7,22,021,1371203807,29277275,10132,4994
Cameron Parish,LA,050,3,7,22,023,3327842145,1688107736,6839,3593
Catahoula Parish,LA,050,3,7,22,025,1833789263,81301245,10407,4877
Claiborne Parish,LA,050,3,7,22,027,1955125902,32473234,17195,7761
Concordia Parish,LA,050,3,7,22,029,1805014057,130488156,20822,9383
De Soto Parish,LA,050,3,7,22,031,2267739158,49233952,26656,12290
East Baton Rouge Parish,LA,050,3,7,22,033,1179412087,38490958,440171,187353
East Carroll Parish,LA,050,3,7,22,035,1089619046,56273969,7759,2904
East Feliciana Parish,LA,050,3,7,22,037,1174325549,6133295,20267,8014
Evangeline Parish,LA,050,3,7,22,039,1715550341,44667621,33984,14662
Franklin Parish,LA,050,3,7,22,041,1617667724,28107889,20767,9034
Grant Parish,LA,050,3,7,22,043,1665428895,56014737,22309,8886
Iberia Parish,LA,050,3,7,22,045,1486940445,1182115443,73240,29698
Iberville Parish,LA,050,3,7,22,047,1602236448,88658351,33387,12707
Jackson Parish,LA,050,3,7,22,049,1474178126,28732791,16274,7680
Jefferson Parish,LA,050,3,7,22,051,765682649,957754757,432552,189135
Jefferson Davis Parish,LA,050,3,7,22,053,1686931782,18718325,31594,13306
Lafayette Parish,LA,050,3,7,22,055,695980407,1266845,221578,93656
Lafourche Parish,LA,050,3,7,22,057,2766662214,1051775420,96318,38582
La Salle Parish,LA,050,3,7,22,059,1617923154,97667582,14890,6560
Lincoln Parish,LA,050,3,7,22,061,1221806070,1897717,46735,19479
Livingston Parish,LA,050,3,7,22,063,1678749073,141614105,128026,50170
Madison Parish,LA,050,3,7,22,065,1617283455,68538668,12093,4804
Morehouse Parish,LA,050,3,7,22,067,2058870285,28878807,27979,12423
Natchitoches Parish,LA,050,3,7,22,069,3243311940,121063646,39566,18587
Orleans Parish,LA,050,3,7,22,071,438803381,468240430,343829,189896
Ouachita Parish,LA,050,3,7,22,073,1580944616,55281707,153720,64481
Plaquemines Parish,LA,050,3,7,22,075,2019961046,4629053037,23042,9596
Pointe Coupee Parish,LA,050,3,7,22,077,1443519892,86418204,22802,11130
Rapides Parish,LA,050,3,7,22,079,3413506392,113169602,131613,55684
Red River Parish,LA,050,3,7,22,081,1007738674,34327566,9091,4128
Richland Parish,LA,050,3,7,22,083,1447914686,14174105,20725,8621
